id,name,yearsagobin,yearsago,yearextinct,yearextinctera,class,order,family,location,wikipedia,iucn-redlist,img,imgclass
Eremotherium,Eremotherium,11400,11409,-9390,9390 BCE,Mammalia,Pilosa,Megatheriidae,"North America, South America",https://en.wikipedia.org/wiki/Eremotherium,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/WLA_hmns_Giant_ground_sloth_2.jpg/250px-WLA_hmns_Giant_ground_sloth_2.jpg,wide
Cynotherium sardous,Sardinian dhole,11400,11419,-9400,9400 BCE,Mammalia,Carnivora,Canidae,Sardinia,https://en.wikipedia.org/wiki/Sardinian_dhole,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Cynotherium_sardous.png/220px-Cynotherium_sardous.png,wide
Arctodus simus,Short-faced bear,11500,11549,-9530,9530 BCE,Mammalia,Carnivora,Ursidae,North America,https://en.wikipedia.org/wiki/Short-faced_bear,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/ArctodusSimusReconstruct.jpg/220px-ArctodusSimusReconstruct.jpg,wide
Arctotherium,Arctotherium,11600,11669,-9650,9650 BCE,Mammalia,Carnivora,Ursidae,"Central America, South America",https://en.wikipedia.org/wiki/Arctotherium,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Arctotherium.jpg/220px-Arctotherium.jpg,wide
Euceratherium,Shrub-ox,11600,11699,-9680,9680 BCE,Mammalia,Artiodactyla,Bovidae,North America,https://en.wikipedia.org/wiki/Euceratherium,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Euceratherium_BW.jpg/220px-Euceratherium_BW.jpg,wide
Fratercula dowi,Dow's puffin,11900,11959,-9940,9940 BCE,Aves,Charadriiformes,Alcidae,Channel Islands,https://en.wikipedia.org/wiki/Dow%27s_puffin,,,
Cuvieronius,Cuvieronius,11900,11969,-9950,9950 BCE,Mammalia,Proboscidea,Gomphotheriidae,North America,https://en.wikipedia.org/wiki/Cuvieronius,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Cuvieronius_hyodon2.jpg/220px-Cuvieronius_hyodon2.jpg,wide
Aiolornis incredibilis,Aiolornis,12000,12019,-10000,10000 BCE,Aves,Accipitriformes,Teratornithidae,North America,https://en.wikipedia.org/wiki/Aiolornis,,,
Aztlanolagus agilis,Aztlanolagus,12000,12019,-10000,10000 BCE,Mammalia,Lagomorpha,Leporidae,North America,https://en.wikipedia.org/wiki/Aztlanolagus,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Aztlanolagus.gif/220px-Aztlanolagus.gif,tall
Equus occidentalis,Western horse,12000,12019,-10000,10000 BCE,Mammalia,Perissodactyla,Equidae,North America,https://en.wikipedia.org/wiki/Equus_occidentalis,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Equus_occidentalis_skeleton.jpg/220px-Equus_occidentalis_skeleton.jpg,wide
Homotherium,scimitar-toothed cat,12000,12019,-10000,10000 BCE,Mammalia,Carnivora,Felidae,North America,https://en.wikipedia.org/wiki/Homotherium,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Homotheriumtex1.JPG/220px-Homotheriumtex1.JPG,wide
Odocoileus lucasi,American mountain deer,12000,12019,-10000,10000 BCE,Mammalia,Artiodactyla,Cervidae,North America,https://en.wikipedia.org/wiki/American_mountain_deer,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Navahoceros_skeleton.jpg/170px-Navahoceros_skeleton.jpg,tall
Panthera onca augusta,Pleistocene jaguar,12000,12019,-10000,10000 BCE,Mammalia,Carnivora,Felidae,North America,https://en.wikipedia.org/wiki/Panthera_onca_augusta,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Panthera_onca_augusta.JPG/220px-Panthera_onca_augusta.JPG,wide
